Gene,Statistic,Percentage,Cell Types
EIF4EBP2,0 out of 24,0.00%,
EIF4ENIF1,1 out of 24,4.17%,Connective tissue cells 21
EIF4G1,0 out of 24,0.00%,
EIF4G2,1 out of 24,4.17%,DA like neurons 11
EIF4G3,0 out of 24,0.00%,
EIF4H,0 out of 24,0.00%,
EIF5,3 out of 24,12.50%,DA like neurons 11; Oligodendrocytes 2; Oligodendrocytes 0
EIF5A,0 out of 24,0.00%,
EIF5A2,0 out of 24,0.00%,
EIF5B,0 out of 24,0.00%,
EIPR1,0 out of 24,0.00%,
ELAC2,0 out of 24,0.00%,
ELAVL1,0 out of 24,0.00%,
ELAVL2,1 out of 24,4.17%,DA neurons 6
ELAVL3,0 out of 24,0.00%,
ELAVL4,0 out of 24,0.00%,
ELF1,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 3
ELF2,1 out of 24,4.17%,Microglia 19
ELF4,0 out of 24,0.00%,
ELFN1,0 out of 24,0.00%,
ELFN2,0 out of 24,0.00%,
ELK3,0 out of 24,0.00%,
ELK4,1 out of 24,4.17%,Connective tissue cells 21
ELL,1 out of 24,4.17%,Connective tissue cells 21
ELL2,8 out of 24,33.33%,Astrocytes microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; T cells 18; Microglia 19; Endothelial cells 9; Microglia 1
ELMO1,7 out of 24,29.17%,Astrocytes microglia 23; Oligodendrocyte progenitor cells 12; Oligodendrocytes 10; DA like neurons 11; Oligodendrocytes 3; Oligodendrocytes 2; Microglia 1
ELMO1-AS1,1 out of 24,4.17%,Oligodendrocytes 3
ELMO2,0 out of 24,0.00%,
ELMOD1,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
ELMOD2,0 out of 24,0.00%,
ELMOD3,1 out of 24,4.17%,Oligodendrocytes 20
ELMSAN1,0 out of 24,0.00%,
ELN,0 out of 24,0.00%,
ELOA,1 out of 24,4.17%,Connective tissue cells 21
ELOA-AS1,0 out of 24,0.00%,
ELOB,7 out of 24,29.17%,Oligodendrocyte progenitor cells 12; DA like neurons 11; Oligodendrocytes 16; Oligodendrocytes 2; GABA like neurons 14; Endothelial cells 9; DA neurons 6
ELOC,0 out of 24,0.00%,
ELOVL1,0 out of 24,0.00%,
ELOVL2,0 out of 24,0.00%,
ELOVL4,0 out of 24,0.00%,
ELOVL5,9 out of 24,37.50%,Astrocytes microglia 23; Astrocytes 8; Astrocytes 5; Oligodendrocyte progenitor cells 7; Astrocytes 4; Oligodendrocytes 3; T cells 18; DA neurons 6; Microglia 1
ELOVL6,1 out of 24,4.17%,GABA like neurons 14
ELOVL7,0 out of 24,0.00%,
ELP1,0 out of 24,0.00%,
ELP2,0 out of 24,0.00%,
ELP3,0 out of 24,0.00%,
ELP4,0 out of 24,0.00%,
ELP6,0 out of 24,0.00%,
EMB,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; T cells 18
EMC1,0 out of 24,0.00%,
EMC10,1 out of 24,4.17%,Oligodendrocytes 3
EMC2,0 out of 24,0.00%,
EMC3,0 out of 24,0.00%,
EMC4,0 out of 24,0.00%,
EMC6,0 out of 24,0.00%,
EMC7,0 out of 24,0.00%,
EMC8,0 out of 24,0.00%,
EMCN,1 out of 24,4.17%,Endothelial cells 9
EMD,0 out of 24,0.00%,
EME2,1 out of 24,4.17%,DA like neurons 11
EMID1,0 out of 24,0.00%,
EMILIN1,1 out of 24,4.17%,Astrocytes microglia 23
EMILIN3,0 out of 24,0.00%,
EML1,2 out of 24,8.33%,Astrocytes microglia 23; Microglia 1
EML2,1 out of 24,4.17%,Connective tissue cells 21
EML4,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
EML5,2 out of 24,8.33%,Oligodendrocytes 16; Connective tissue cells 21
EML6,0 out of 24,0.00%,
EMP1,4 out of 24,16.67%,Astrocytes microglia 23; Astrocytes 5; Endothelial cells 9; Astrocytes 15
EMP2,1 out of 24,4.17%,Connective tissue cells 21
EMP3,1 out of 24,4.17%,T cells 18
EMSY,0 out of 24,0.00%,
EN1,0 out of 24,0.00%,
ENAH,0 out of 24,0.00%,
ENC1,0 out of 24,0.00%,
ENDOD1,0 out of 24,0.00%,
ENDOG,0 out of 24,0.00%,
ENDOV,0 out of 24,0.00%,
ENG,0 out of 24,0.00%,
ENGASE,0 out of 24,0.00%,
ENHO,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
ENKUR,1 out of 24,4.17%,Astrocytes microglia 23
ENO1,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; DA like neurons 11; DA neurons 6; GABA like neurons 14
ENO2,10 out of 24,41.67%,Astrocytes 8; GABA neurons expressing GLU receptors 22; Oligodendrocytes 10; Connective tissue cells 21; DA like neurons 11; Oligodendrocytes 16; GABA like neurons 14; T cells 18; Endothelial cells 9; GABA neurons expressing GABA receptors 13
ENO4,1 out of 24,4.17%,Oligodendrocytes 20
ENOPH1,0 out of 24,0.00%,
ENOSF1,3 out of 24,12.50%,Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
ENOX1,3 out of 24,12.50%,Endothelial cells 9; Connective tissue cells 21; GABA neurons expressing GLU receptors 22
ENOX2,0 out of 24,0.00%,
ENPEP,0 out of 24,0.00%,
ENPP1,0 out of 24,0.00%,
ENPP2,5 out of 24,20.83%,Oligodendrocyte progenitor cells 12; GLU like neurons 17; Oligodendrocytes 10; DA like neurons 11; Endothelial cells 9
ENPP4,1 out of 24,4.17%,Astrocytes 4
ENPP5,0 out of 24,0.00%,
ENPP6,0 out of 24,0.00%,
ENSA,1 out of 24,4.17%,Astrocytes 8
ENTPD1,0 out of 24,0.00%,
ENTPD1-AS1,0 out of 24,0.00%,
ENTPD2,0 out of 24,0.00%,
ENTPD3,0 out of 24,0.00%,
ENTPD3-AS1,0 out of 24,0.00%,
ENTPD4,0 out of 24,0.00%,
ENTPD5,0 out of 24,0.00%,
ENTPD6,0 out of 24,0.00%,
ENTR1,1 out of 24,4.17%,Astrocytes microglia 23
ENY2,1 out of 24,4.17%,Connective tissue cells 21
EOGT,0 out of 24,0.00%,
EOMES,0 out of 24,0.00%,
EP300,0 out of 24,0.00%,
EP400,0 out of 24,0.00%,
EPAS1,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; Connective tissue cells 21; Oligodendrocyte progenitor cells 7; Astrocytes 4; Endothelial cells 9
EPB41,0 out of 24,0.00%,
EPB41L1,1 out of 24,4.17%,GABA neurons expressing GABA receptors 13
EPB41L2,2 out of 24,8.33%,Microglia 1; Oligodendrocyte progenitor cells 12
EPB41L3,2 out of 24,8.33%,GABA neurons expressing GABA receptors 13; Microglia 19
EPB41L4A,2 out of 24,8.33%,Endothelial cells 9; Oligodendrocyte progenitor cells 12
EPB41L4B,0 out of 24,0.00%,
EPB41L5,1 out of 24,4.17%,Oligodendrocytes 20
EPC1,0 out of 24,0.00%,
EPC2,0 out of 24,0.00%,
EPDR1,0 out of 24,0.00%,
EPG5,1 out of 24,4.17%,T cells 18
EPHA1-AS1,1 out of 24,4.17%,T cells 18
EPHA10,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
EPHA2,0 out of 24,0.00%,
EPHA3,0 out of 24,0.00%,
EPHA4,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; GLU like neurons 17
EPHA5,1 out of 24,4.17%,DA neurons 6
EPHA5-AS1,0 out of 24,0.00%,
EPHA6,0 out of 24,0.00%,
EPHA7,0 out of 24,0.00%,
EPHB1,2 out of 24,8.33%,Astrocytes microglia 23; Oligodendrocyte progenitor cells 12
EPHB2,1 out of 24,4.17%,GABA like neurons 14
EPHB6,0 out of 24,0.00%,
EPHX1,0 out of 24,0.00%,
EPHX2,0 out of 24,0.00%,
EPM2A,0 out of 24,0.00%,
EPM2AIP1,0 out of 24,0.00%,
EPN1,0 out of 24,0.00%,
EPN2,4 out of 24,16.67%,Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocyte progenitor cells 7; Oligodendrocyte progenitor cells 12
EPN2-AS1,0 out of 24,0.00%,
EPOR,1 out of 24,4.17%,Astrocytes microglia 23
EPRS,1 out of 24,4.17%,DA neurons 6
EPS15,2 out of 24,8.33%,Oligodendrocyte progenitor cells 12; Microglia 19
EPS15L1,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; DA like neurons 11; GABA like neurons 14
EPS8,1 out of 24,4.17%,Endothelial cells 9
EPSTI1,1 out of 24,4.17%,Microglia 19
ERAP1,1 out of 24,4.17%,Connective tissue cells 21
ERAP2,0 out of 24,0.00%,
ERBB2,2 out of 24,8.33%,Astrocytes microglia 23; Connective tissue cells 21
ERBB3,0 out of 24,0.00%,
ERBB4,5 out of 24,20.83%,Astrocytes microglia 23; Connective tissue cells 21; T cells 18; Microglia 19; Endothelial cells 9
ERBIN,7 out of 24,29.17%,Oligodendrocyte progenitor cells 12; GABA neurons expressing GLU receptors 22; DA like neurons 11; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0; DA neurons 6
ERC1,3 out of 24,12.50%,Endothelial cells 9; Oligodendrocytes 10; GABA like neurons 14
ERC2,3 out of 24,12.50%,DA like neurons 11; Microglia 1; Oligodendrocytes 3
ERCC1,0 out of 24,0.00%,
ERCC2,0 out of 24,0.00%,
ERCC3,0 out of 24,0.00%,
ERCC4,1 out of 24,4.17%,Connective tissue cells 21
ERCC6,1 out of 24,4.17%,Connective tissue cells 21
ERCC6L2,0 out of 24,0.00%,
ERCC8,0 out of 24,0.00%,
ERG,0 out of 24,0.00%,
ERGIC1,2 out of 24,8.33%,Microglia 1; Microglia 19
ERGIC2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
ERGIC3,1 out of 24,4.17%,Astrocytes microglia 23
ERH,2 out of 24,8.33%,Astrocytes microglia 23; GABA like neurons 14
ERI1,1 out of 24,4.17%,T cells 18
ERI2,0 out of 24,0.00%,
ERI3,0 out of 24,0.00%,
ERICH1,0 out of 24,0.00%,
ERICH3,0 out of 24,0.00%,
ERLEC1,0 out of 24,0.00%,
ERLIN1,0 out of 24,0.00%,
ERLIN2,0 out of 24,0.00%,
ERMAP,0 out of 24,0.00%,
ERMARD,2 out of 24,8.33%,Oligodendrocytes 20; Connective tissue cells 21
ERMN,5 out of 24,20.83%,Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0
ERMP1,1 out of 24,4.17%,Astrocytes 15
ERN1,1 out of 24,4.17%,T cells 18
ERO1A,2 out of 24,8.33%,Astrocytes microglia 23; Connective tissue cells 21
ERO1B,0 out of 24,0.00%,
ERP29,2 out of 24,8.33%,DA neurons 6; GABA like neurons 14
ERP44,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
ERRFI1,0 out of 24,0.00%,
ESAM,0 out of 24,0.00%,
ESCO1,1 out of 24,4.17%,Connective tissue cells 21
ESD,0 out of 24,0.00%,
ESF1,0 out of 24,0.00%,
ESR1,1 out of 24,4.17%,Microglia 19
ESR2,0 out of 24,0.00%,
ESRRA,0 out of 24,0.00%,
ESRRG,8 out of 24,33.33%,Astrocytes microglia 23; Oligodendrocyte progenitor cells 12; GABA neurons expressing GLU receptors 22; GLU like neurons 17; Astrocytes 5; DA like neurons 11; Astrocytes 15; GABA neurons expressing GABA receptors 13
ESYT1,1 out of 24,4.17%,Astrocytes microglia 23
ESYT2,3 out of 24,12.50%,Astrocytes 4; Oligodendrocyte progenitor cells 7; Oligodendrocytes 10
ESYT3,1 out of 24,4.17%,Astrocytes microglia 23
ETAA1,0 out of 24,0.00%,
ETF1,2 out of 24,8.33%,Astrocytes microglia 23; Oligodendrocyte progenitor cells 7
ETFA,0 out of 24,0.00%,
ETFB,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 2
ETFDH,0 out of 24,0.00%,
ETFRF1,0 out of 24,0.00%,
ETNK1,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
ETNK2,0 out of 24,0.00%,
ETNPPL,0 out of 24,0.00%,
ETS1,0 out of 24,0.00%,
ETS2,3 out of 24,12.50%,Endothelial cells 9; Connective tissue cells 21; GABA neurons expressing GLU receptors 22
ETV1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
ETV5,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
ETV6,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; T cells 18
EVA1B,1 out of 24,4.17%,Connective tissue cells 21
EVA1C,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 3
EVC,0 out of 24,0.00%,
EVC2,0 out of 24,0.00%,
EVI2B,0 out of 24,0.00%,
EVI5,0 out of 24,0.00%,
EVI5L,0 out of 24,0.00%,
EVL,0 out of 24,0.00%,
EWSR1,0 out of 24,0.00%,
EXD2,0 out of 24,0.00%,
EXD3,0 out of 24,0.00%,
EXOC1,0 out of 24,0.00%,
EXOC2,0 out of 24,0.00%,
EXOC3,0 out of 24,0.00%,
EXOC4,1 out of 24,4.17%,Endothelial cells 9
EXOC5,0 out of 24,0.00%,
EXOC6,1 out of 24,4.17%,Oligodendrocytes 10
EXOC6B,2 out of 24,8.33%,Endothelial cells 9; Oligodendrocytes 0
EXOC7,0 out of 24,0.00%,
EXOG,0 out of 24,0.00%,
EXOSC1,0 out of 24,0.00%,
EXOSC10,0 out of 24,0.00%,
EXOSC6,0 out of 24,0.00%,
EXOSC7,0 out of 24,0.00%,
EXOSC8,1 out of 24,4.17%,Astrocytes microglia 23
EXPH5,0 out of 24,0.00%,
EXT1,2 out of 24,8.33%,GLU like neurons 17; Microglia 19
EXT2,0 out of 24,0.00%,
EXTL1,0 out of 24,0.00%,
EXTL2,2 out of 24,8.33%,Connective tissue cells 21; Astrocytes 15
EXTL3,0 out of 24,0.00%,
EYA1,2 out of 24,8.33%,Connective tissue cells 21; Astrocytes 15
EYA2,3 out of 24,12.50%,Astrocytes 8; Astrocytes 5; Astrocytes 15
EYA3,0 out of 24,0.00%,
EYA4,0 out of 24,0.00%,
EYS,0 out of 24,0.00%,
EZH1,0 out of 24,0.00%,
EZH2,1 out of 24,4.17%,T cells 18
EZR,2 out of 24,8.33%,Microglia 1; Microglia 19
F10,0 out of 24,0.00%,
F11,0 out of 24,0.00%,
F11R,0 out of 24,0.00%,
F2R,0 out of 24,0.00%,
F3,3 out of 24,12.50%,Astrocytes microglia 23; Astrocytes 4; Astrocytes 5
F5,0 out of 24,0.00%,
F8,0 out of 24,0.00%,
FA2H,3 out of 24,12.50%,Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocyte progenitor cells 12
FAAH,0 out of 24,0.00%,
FAAH2,0 out of 24,0.00%,
FAAP20,0 out of 24,0.00%,
FABP3,1 out of 24,4.17%,DA neurons 6
FABP5,2 out of 24,8.33%,Oligodendrocyte progenitor cells 12; GABA like neurons 14
FABP7,0 out of 24,0.00%,
FADS1,0 out of 24,0.00%,
FADS2,1 out of 24,4.17%,Astrocytes 8
FADS3,1 out of 24,4.17%,Astrocytes 8
FADS6,0 out of 24,0.00%,
FAF1,2 out of 24,8.33%,Endothelial cells 9; Oligodendrocytes 20
FAF2,0 out of 24,0.00%,
FAH,0 out of 24,0.00%,
FAHD1,0 out of 24,0.00%,
FAHD2A,1 out of 24,4.17%,Oligodendrocytes 16
FAHD2B,1 out of 24,4.17%,Oligodendrocytes 16
FAIM2,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 10
FAM102A,0 out of 24,0.00%,
FAM102B,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; Microglia 1; Microglia 19
FAM104A,0 out of 24,0.00%,
FAM107A,1 out of 24,4.17%,Endothelial cells 9
FAM107B,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FAM110B,2 out of 24,8.33%,Microglia 1; Microglia 19
FAM110D,0 out of 24,0.00%,
FAM111A,1 out of 24,4.17%,Connective tissue cells 21
FAM114A1,1 out of 24,4.17%,Oligodendrocytes 20
FAM114A2,0 out of 24,0.00%,
FAM117A,0 out of 24,0.00%,
FAM117B,1 out of 24,4.17%,Oligodendrocytes 20
FAM118A,1 out of 24,4.17%,Microglia 19
FAM118B,0 out of 24,0.00%,
FAM120A,0 out of 24,0.00%,
FAM120AOS,0 out of 24,0.00%,
FAM120B,0 out of 24,0.00%,
FAM120C,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FAM122B,0 out of 24,0.00%,
FAM122C,0 out of 24,0.00%,
FAM124A,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocyte progenitor cells 12
FAM126A,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
FAM126B,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 20
FAM129A,3 out of 24,12.50%,Microglia 1; Connective tissue cells 21; Microglia 19
FAM129B,0 out of 24,0.00%,
FAM131A,0 out of 24,0.00%,
FAM131B,0 out of 24,0.00%,
FAM133A,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FAM133B,0 out of 24,0.00%,
FAM135A,1 out of 24,4.17%,Oligodendrocytes 10
FAM135B,1 out of 24,4.17%,DA like neurons 11
FAM13A,2 out of 24,8.33%,Astrocytes 8; T cells 18
FAM13A-AS1,0 out of 24,0.00%,
FAM13B,1 out of 24,4.17%,Oligodendrocytes 0
FAM13C,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocyte progenitor cells 12
FAM149A,2 out of 24,8.33%,Connective tissue cells 21; Microglia 19
FAM149B1,0 out of 24,0.00%,
FAM151B,0 out of 24,0.00%,
FAM153A,1 out of 24,4.17%,GLU like neurons 17
FAM153B,0 out of 24,0.00%,
FAM153C,0 out of 24,0.00%,
FAM155A,5 out of 24,20.83%,Oligodendrocyte progenitor cells 12; Connective tissue cells 21; Oligodendrocytes 16; GABA like neurons 14; Endothelial cells 9
FAM156A,0 out of 24,0.00%,
FAM157C,1 out of 24,4.17%,Microglia 1
FAM160B1,0 out of 24,0.00%,
FAM160B2,0 out of 24,0.00%,
FAM161A,0 out of 24,0.00%,
FAM162A,0 out of 24,0.00%,
FAM162B,0 out of 24,0.00%,
FAM163A,0 out of 24,0.00%,
FAM167A,1 out of 24,4.17%,Astrocytes microglia 23
FAM168A,0 out of 24,0.00%,
FAM168B,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
FAM169A,0 out of 24,0.00%,
FAM171A1,1 out of 24,4.17%,Astrocytes 15
FAM171A2,0 out of 24,0.00%,
FAM171B,0 out of 24,0.00%,
FAM172A,1 out of 24,4.17%,Astrocytes 5
FAM173A,1 out of 24,4.17%,Astrocytes microglia 23
FAM173B,0 out of 24,0.00%,
FAM174A,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FAM174B,0 out of 24,0.00%,
FAM177A1,0 out of 24,0.00%,
FAM177B,0 out of 24,0.00%,
FAM178B,1 out of 24,4.17%,Oligodendrocytes 16
FAM181B,0 out of 24,0.00%,
FAM182B,0 out of 24,0.00%,
FAM184A,0 out of 24,0.00%,
FAM184B,0 out of 24,0.00%,
FAM185A,1 out of 24,4.17%,Oligodendrocytes 20
FAM189A1,0 out of 24,0.00%,
FAM189A2,1 out of 24,4.17%,Astrocytes 4
FAM189B,0 out of 24,0.00%,
FAM192A,0 out of 24,0.00%,
FAM193A,1 out of 24,4.17%,GLU like neurons 17
FAM193B,0 out of 24,0.00%,
FAM196A,1 out of 24,4.17%,Oligodendrocytes 20
FAM196B,0 out of 24,0.00%,
FAM198A,0 out of 24,0.00%,
FAM198B,0 out of 24,0.00%,
FAM198B-AS1,0 out of 24,0.00%,
FAM199X,0 out of 24,0.00%,
FAM19A1,1 out of 24,4.17%,GLU like neurons 17
FAM19A2,1 out of 24,4.17%,GLU like neurons 17
FAM19A4,0 out of 24,0.00%,
FAM19A5,3 out of 24,12.50%,Astrocytes microglia 23; Astrocytes 4; Oligodendrocytes 3
FAM200A,0 out of 24,0.00%,
FAM200B,0 out of 24,0.00%,
FAM204A,0 out of 24,0.00%,
FAM206A,0 out of 24,0.00%,
FAM208A,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
FAM208B,1 out of 24,4.17%,Oligodendrocytes 10
FAM20A,1 out of 24,4.17%,Microglia 1
FAM20B,0 out of 24,0.00%,
FAM20C,4 out of 24,16.67%,Astrocytes 4; Astrocytes 5; Oligodendrocyte progenitor cells 7; Astrocytes 15
FAM210A,0 out of 24,0.00%,
FAM210B,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FAM213A,0 out of 24,0.00%,
FAM213B,0 out of 24,0.00%,
FAM214A,2 out of 24,8.33%,Oligodendrocyte progenitor cells 7; T cells 18
FAM214B,0 out of 24,0.00%,
FAM216A,0 out of 24,0.00%,
FAM217B,0 out of 24,0.00%,
FAM219A,0 out of 24,0.00%,
FAM219B,0 out of 24,0.00%,
FAM221A,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
FAM222A,0 out of 24,0.00%,
FAM222A-AS1,1 out of 24,4.17%,Oligodendrocytes 20
FAM222B,0 out of 24,0.00%,
FAM227A,0 out of 24,0.00%,
FAM227B,0 out of 24,0.00%,
FAM228B,0 out of 24,0.00%,
FAM229B,0 out of 24,0.00%,
FAM234A,0 out of 24,0.00%,
FAM234B,0 out of 24,0.00%,
FAM241A,0 out of 24,0.00%,
FAM241B,0 out of 24,0.00%,
FAM32A,0 out of 24,0.00%,
FAM3A,0 out of 24,0.00%,
FAM3C,0 out of 24,0.00%,
FAM43A,0 out of 24,0.00%,
FAM43B,0 out of 24,0.00%,
FAM45A,0 out of 24,0.00%,
FAM49A,3 out of 24,12.50%,Microglia 1; T cells 18; Microglia 19
FAM49B,0 out of 24,0.00%,
FAM50A,0 out of 24,0.00%,
FAM53C,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FAM57B,0 out of 24,0.00%,
FAM66A,0 out of 24,0.00%,
FAM66B,0 out of 24,0.00%,
FAM66C,2 out of 24,8.33%,Oligodendrocytes 2; Oligodendrocyte progenitor cells 12
FAM66D,2 out of 24,8.33%,Oligodendrocytes 2; GABA like neurons 14
FAM69A,1 out of 24,4.17%,Oligodendrocytes 10
FAM69B,0 out of 24,0.00%,
FAM69C,0 out of 24,0.00%,
FAM76A,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FAM76B,0 out of 24,0.00%,
FAM78A,1 out of 24,4.17%,Astrocytes microglia 23
FAM78B,0 out of 24,0.00%,
FAM81A,1 out of 24,4.17%,GABA like neurons 14
FAM84A,0 out of 24,0.00%,
FAM85B,2 out of 24,8.33%,Oligodendrocyte progenitor cells 7; GABA like neurons 14
FAM89A,0 out of 24,0.00%,
FAM89B,0 out of 24,0.00%,
FAM8A1,0 out of 24,0.00%,
FAM91A1,0 out of 24,0.00%,
FAM92A,1 out of 24,4.17%,Astrocytes microglia 23
FAM95B1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
FAM95C,0 out of 24,0.00%,
FAM96A,1 out of 24,4.17%,Astrocytes microglia 23
FAM96B,3 out of 24,12.50%,Astrocytes microglia 23; DA neurons 6; Endothelial cells 9
FAM98A,0 out of 24,0.00%,
FAM98B,0 out of 24,0.00%,
FAM98C,0 out of 24,0.00%,
FAN1,1 out of 24,4.17%,Connective tissue cells 21
FANCB,1 out of 24,4.17%,Oligodendrocytes 20
FANCC,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 3
FANCL,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FANCM,0 out of 24,0.00%,
FANK1,0 out of 24,0.00%,
FAP,1 out of 24,4.17%,Astrocytes 5
FAR1,1 out of 24,4.17%,Oligodendrocytes 2
FAR2,0 out of 24,0.00%,
FARP1,0 out of 24,0.00%,
FARP2,1 out of 24,4.17%,Astrocytes 15
FARS2,1 out of 24,4.17%,Endothelial cells 9
FARSA,0 out of 24,0.00%,
FARSB,0 out of 24,0.00%,
FAS,0 out of 24,0.00%,
FASLG,0 out of 24,0.00%,
FASN,0 out of 24,0.00%,
FASTK,1 out of 24,4.17%,Astrocytes microglia 23
FASTKD1,0 out of 24,0.00%,
FASTKD2,0 out of 24,0.00%,
FAT1,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
FAT3,5 out of 24,20.83%,Astrocytes 8; GLU like neurons 17; Astrocytes 5; Astrocytes 15; DA neurons 6
FAT4,0 out of 24,0.00%,
FAU,13 out of 24,54.17%,Oligodendrocytes 0; Oligodendrocyte progenitor cells 12; GABA neurons expressing GLU receptors 22; Connective tissue cells 21; Oligodendrocyte progenitor cells 7; Oligodendrocytes 3; Oligodendrocytes 2; GABA like neurons 14; T cells 18; Microglia 19; Endothelial cells 9; DA neurons 6; Microglia 1
FAXC,0 out of 24,0.00%,
FAXDC2,0 out of 24,0.00%,
FBF1,0 out of 24,0.00%,
FBH1,0 out of 24,0.00%,
FBLIM1,0 out of 24,0.00%,
FBLL1,0 out of 24,0.00%,
FBLN1,0 out of 24,0.00%,
FBLN2,0 out of 24,0.00%,
FBLN5,0 out of 24,0.00%,
FBLN7,0 out of 24,0.00%,
FBN1,0 out of 24,0.00%,
FBN2,0 out of 24,0.00%,
FBN3,0 out of 24,0.00%,
FBRS,0 out of 24,0.00%,
FBRSL1,0 out of 24,0.00%,
FBXL12,0 out of 24,0.00%,
FBXL13,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
FBXL14,0 out of 24,0.00%,
FBXL15,0 out of 24,0.00%,
FBXL16,0 out of 24,0.00%,
FBXL17,0 out of 24,0.00%,
FBXL18,0 out of 24,0.00%,
FBXL19,0 out of 24,0.00%,
FBXL2,0 out of 24,0.00%,
FBXL20,4 out of 24,16.67%,GLU like neurons 17; DA like neurons 11; Microglia 1; GABA like neurons 14
FBXL3,0 out of 24,0.00%,
FBXL4,0 out of 24,0.00%,
FBXL5,0 out of 24,0.00%,
FBXL7,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; GLU like neurons 17
FBXO11,1 out of 24,4.17%,Oligodendrocytes 0
FBXO15,0 out of 24,0.00%,
FBXO16,0 out of 24,0.00%,
FBXO17,1 out of 24,4.17%,GABA like neurons 14
FBXO2,7 out of 24,29.17%,Oligodendrocytes 10; DA like neurons 11; Oligodendrocytes 16; Oligodendrocytes 3; GABA like neurons 14; GABA neurons expressing GABA receptors 13; DA neurons 6
FBXO21,0 out of 24,0.00%,
FBXO22,0 out of 24,0.00%,
FBXO25,1 out of 24,4.17%,Astrocytes microglia 23
FBXO27,0 out of 24,0.00%,
FBXO28,0 out of 24,0.00%,
FBXO3,1 out of 24,4.17%,Connective tissue cells 21
FBXO30,0 out of 24,0.00%,
FBXO31,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
FBXO32,0 out of 24,0.00%,
FBXO33,0 out of 24,0.00%,
FBXO34,1 out of 24,4.17%,Microglia 1
FBXO36,0 out of 24,0.00%,
FBXO38,1 out of 24,4.17%,Connective tissue cells 21
FBXO4,0 out of 24,0.00%,
FBXO41,0 out of 24,0.00%,
FBXO42,2 out of 24,8.33%,Astrocytes 8; Oligodendrocytes 20
FBXO44,0 out of 24,0.00%,
FBXO7,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocyte progenitor cells 12
FBXO8,0 out of 24,0.00%,
FBXO9,0 out of 24,0.00%,
FBXW11,0 out of 24,0.00%,
FBXW2,1 out of 24,4.17%,Oligodendrocytes 20
FBXW4,0 out of 24,0.00%,
FBXW5,0 out of 24,0.00%,
FBXW7,3 out of 24,12.50%,Endothelial cells 9; Oligodendrocytes 10; Oligodendrocyte progenitor cells 12
FBXW8,0 out of 24,0.00%,
FCER1G,0 out of 24,0.00%,
FCF1,0 out of 24,0.00%,
