Gene,Statistic,Percentage,Cell Types
CARMIL1,6 out of 24,25.00%,Astrocytes_microglia 23; Astrocytes 8; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Microglia 1; Endothelial_cells 9
CARMIL3,0 out of 24,0.00%,
CARMN,2 out of 24,8.33%,Endothelial_cells 9; Connective_tissue_cells 21
CARNMT1,1 out of 24,4.17%,T_cells 18
CARNS1,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
CARS,0 out of 24,0.00%,
CARS2,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
CASC1,0 out of 24,0.00%,
CASC15,3 out of 24,12.50%,Astrocytes_microglia 23; Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12
CASC2,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
CASC3,3 out of 24,12.50%,T_cells 18; Oligodendrocytes 16; Connective_tissue_cells 21
CASC4,6 out of 24,25.00%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
CASD1,4 out of 24,16.67%,Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
CASK,4 out of 24,16.67%,GABA_like_neurons 14; Astrocytes 5; Endothelial_cells 9; T_cells 18
CASKIN1,1 out of 24,4.17%,Astrocytes 5
CASKIN2,0 out of 24,0.00%,
CASP1,1 out of 24,4.17%,Microglia 1
CASP10,1 out of 24,4.17%,Astrocytes_microglia 23
CASP2,0 out of 24,0.00%,
CASP3,1 out of 24,4.17%,Astrocytes_microglia 23
CASP4,1 out of 24,4.17%,Connective_tissue_cells 21
CASP6,0 out of 24,0.00%,
CASP7,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 4; Astrocytes 5
CASP8,0 out of 24,0.00%,
CASP8AP2,1 out of 24,4.17%,Connective_tissue_cells 21
CASP9,4 out of 24,16.67%,Astrocytes 8; Astrocytes_microglia 23; Astrocytes 4; Astrocytes 5
CASR,0 out of 24,0.00%,
CASS4,0 out of 24,0.00%,
CAST,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 4; Astrocytes 15
CASTOR2,3 out of 24,12.50%,Oligodendrocytes 2; GABA_like_neurons 14; GLU_like_neurons 17
CASTOR3,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 3; Oligodendrocytes 2; GLU_like_neurons 17; Connective_tissue_cells 21
CAT,5 out of 24,20.83%,Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 0
CATSPER2,5 out of 24,20.83%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; GLU_like_neurons 17; DA_like_neurons 11
CATSPERB,0 out of 24,0.00%,
CATSPERE,4 out of 24,16.67%,Astrocytes_microglia 23; Astrocytes 5; GABA_like_neurons 14; Oligodendrocytes 16
CATSPERG,2 out of 24,8.33%,Astrocytes_microglia 23; DA_like_neurons 11
CAV1,0 out of 24,0.00%,
CAV2,0 out of 24,0.00%,
CAVIN1,0 out of 24,0.00%,
CAVIN2,1 out of 24,4.17%,Endothelial_cells 9
CAVIN3,0 out of 24,0.00%,
CBFA2T2,7 out of 24,29.17%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 2; Oligodendrocytes 0; Endothelial_cells 9
CBFA2T3,0 out of 24,0.00%,
CBFB,3 out of 24,12.50%,T_cells 18; Oligodendrocytes 2; Oligodendrocytes 0
CBL,2 out of 24,8.33%,Microglia 1; GLU_like_neurons 17
CBLB,8 out of 24,33.33%,T_cells 18; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; DA_like_neurons 11
CBLL1,0 out of 24,0.00%,
CBLN1,1 out of 24,4.17%,DA_neurons 6
CBLN2,0 out of 24,0.00%,
CBLN4,0 out of 24,0.00%,
CBR1,4 out of 24,16.67%,Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 0
CBR4,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 15; Microglia 1
CBWD1,0 out of 24,0.00%,
CBWD2,0 out of 24,0.00%,
CBWD3,1 out of 24,4.17%,GABA_like_neurons 14
CBWD5,7 out of 24,29.17%,GABA_like_neurons 14; Oligodendrocytes 20; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Microglia 1
CBWD6,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
CBX1,0 out of 24,0.00%,
CBX3,1 out of 24,4.17%,Oligodendrocytes 16
CBX4,2 out of 24,8.33%,Oligodendrocytes 2; Oligodendrocytes 0
CBX5,5 out of 24,20.83%,Astrocytes_microglia 23; Oligodendrocyte_progenitor_cells 12; Astrocytes 15; Microglia 19; DA_neurons 6
CBX6,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
CBX7,3 out of 24,12.50%,Astrocytes_microglia 23; Oligodendrocytes 16; Oligodendrocytes 2
CBY1,0 out of 24,0.00%,
CC2D1A,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 20; Astrocytes 5; Astrocytes 4; DA_like_neurons 11
CC2D1B,0 out of 24,0.00%,
CC2D2A,1 out of 24,4.17%,Astrocytes 8
CC2D2B,1 out of 24,4.17%,Astrocytes 15
CCAR1,3 out of 24,12.50%,Oligodendrocytes 3; GABA_like_neurons 14; GLU_like_neurons 17
CCAR2,1 out of 24,4.17%,Astrocytes_microglia 23
CCBE1,0 out of 24,0.00%,
CCDC102B,2 out of 24,8.33%,Oligodendrocytes 20; Astrocytes 15
CCDC107,0 out of 24,0.00%,
CCDC112,1 out of 24,4.17%,Microglia 19
CCDC115,0 out of 24,0.00%,
CCDC117,1 out of 24,4.17%,Endothelial_cells 9
CCDC12,1 out of 24,4.17%,Oligodendrocytes 16
CCDC122,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3
CCDC124,0 out of 24,0.00%,
CCDC125,2 out of 24,8.33%,Astrocytes_microglia 23; GLU_like_neurons 17
CCDC126,1 out of 24,4.17%,Oligodendrocytes 16
CCDC127,0 out of 24,0.00%,
CCDC129,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
CCDC130,1 out of 24,4.17%,Oligodendrocytes 16
CCDC134,0 out of 24,0.00%,
CCDC136,1 out of 24,4.17%,Astrocytes_microglia 23
CCDC137,0 out of 24,0.00%,
CCDC138,2 out of 24,8.33%,Oligodendrocytes 20; GABA_like_neurons 14
CCDC14,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; Astrocytes 5; GLU_like_neurons 17
CCDC144NL,0 out of 24,0.00%,
CCDC144NL-AS1,4 out of 24,16.67%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 16; Oligodendrocytes 3
CCDC146,5 out of 24,20.83%,Astrocytes 8; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Microglia 19
CCDC148,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 12
CCDC149,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; Connective_tissue_cells 21
CCDC158,0 out of 24,0.00%,
CCDC159,1 out of 24,4.17%,Astrocytes_microglia 23
CCDC170,0 out of 24,0.00%,
CCDC171,6 out of 24,25.00%,Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; DA_like_neurons 11
CCDC174,1 out of 24,4.17%,Oligodendrocytes 16
CCDC178,0 out of 24,0.00%,
CCDC18,2 out of 24,8.33%,Astrocytes 5; Astrocytes 15
CCDC180,1 out of 24,4.17%,Astrocytes_microglia 23
CCDC181,0 out of 24,0.00%,
CCDC184,0 out of 24,0.00%,
CCDC186,4 out of 24,16.67%,Oligodendrocyte_progenitor_cells 12; Astrocytes 5; GABA_like_neurons 14; Astrocytes 15
CCDC189,0 out of 24,0.00%,
CCDC191,2 out of 24,8.33%,Oligodendrocytes 20; Connective_tissue_cells 21
CCDC24,0 out of 24,0.00%,
CCDC25,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; GABA_neurons_expressing_GLU_receptors 22
CCDC26,1 out of 24,4.17%,Microglia 19
CCDC28A,0 out of 24,0.00%,
CCDC3,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; Astrocytes_microglia 23; GABA_like_neurons 14; DA_like_neurons 11
CCDC30,3 out of 24,12.50%,Oligodendrocytes 20; GABA_like_neurons 14; GLU_like_neurons 17
CCDC32,0 out of 24,0.00%,
CCDC34,0 out of 24,0.00%,
CCDC36,0 out of 24,0.00%,
CCDC40,1 out of 24,4.17%,Astrocytes 8
CCDC47,1 out of 24,4.17%,Astrocytes_microglia 23
CCDC50,8 out of 24,33.33%,T_cells 18; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Microglia 1; Endothelial_cells 9
CCDC57,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 8; GLU_like_neurons 17; DA_like_neurons 11; Connective_tissue_cells 21
CCDC59,2 out of 24,8.33%,Astrocytes 5; Oligodendrocytes 2
CCDC6,3 out of 24,12.50%,Oligodendrocytes 16; GLU_like_neurons 17; Microglia 19
CCDC62,0 out of 24,0.00%,
CCDC65,0 out of 24,0.00%,
CCDC66,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes_microglia 23; Astrocytes 5; GABA_like_neurons 14
CCDC68,0 out of 24,0.00%,
CCDC69,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
CCDC7,7 out of 24,29.17%,T_cells 18; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; DA_like_neurons 11; Microglia 1
CCDC80,0 out of 24,0.00%,
CCDC82,3 out of 24,12.50%,Astrocytes 5; GABA_like_neurons 14; Oligodendrocytes 2
CCDC84,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
CCDC85A,5 out of 24,20.83%,Astrocytes_microglia 23; Astrocytes 5; GLU_like_neurons 17; Astrocytes 15; Endothelial_cells 9
CCDC85B,10 out of 24,41.67%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Microglia 19; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
CCDC85C,0 out of 24,0.00%,
CCDC88A,6 out of 24,25.00%,T_cells 18; Oligodendrocytes 3; GLU_like_neurons 17; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; DA_neurons 6
CCDC88B,0 out of 24,0.00%,
CCDC88C,0 out of 24,0.00%,
CCDC90B,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Connective_tissue_cells 21
CCDC91,13 out of 24,54.17%,T_cells 18; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Microglia 19; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
CCDC92,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
CCDC93,3 out of 24,12.50%,Microglia 1; GABA_like_neurons 14; Microglia 19
CCDC97,0 out of 24,0.00%,
CCK,1 out of 24,4.17%,GABA_neurons_expressing_GABA_receptors 13
CCL4,1 out of 24,4.17%,T_cells 18
CCL5,1 out of 24,4.17%,T_cells 18
CCM2,0 out of 24,0.00%,
CCM2L,0 out of 24,0.00%,
CCNB1IP1,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
CCNC,4 out of 24,16.67%,Astrocytes 5; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
CCND1,0 out of 24,0.00%,
CCND2,1 out of 24,4.17%,T_cells 18
CCND3,4 out of 24,16.67%,Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Astrocytes 15
CCNDBP1,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 16
CCNF,0 out of 24,0.00%,
CCNG1,0 out of 24,0.00%,
CCNG2,1 out of 24,4.17%,Microglia 1
CCNH,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes 5; Endothelial_cells 9; Astrocytes 15
CCNI,5 out of 24,20.83%,GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 10; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; DA_neurons 6
CCNJL,0 out of 24,0.00%,
CCNK,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
CCNL1,6 out of 24,25.00%,Astrocytes 5; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Endothelial_cells 9
CCNL2,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 4; Oligodendrocyte_progenitor_cells 7
CCNQ,0 out of 24,0.00%,
CCNT1,3 out of 24,12.50%,GABA_like_neurons 14; Oligodendrocytes 16; Endothelial_cells 9
CCNT2,4 out of 24,16.67%,Astrocytes 4; Astrocytes 5; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 7
CCNT2-AS1,0 out of 24,0.00%,
CCNY,2 out of 24,8.33%,DA_like_neurons 11; Endothelial_cells 9
CCNYL1,1 out of 24,4.17%,Astrocytes_microglia 23
CCP110,10 out of 24,41.67%,Astrocytes_microglia 23; Astrocytes 8; Microglia 19; Oligodendrocytes 10; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0
CCPG1,3 out of 24,12.50%,Oligodendrocytes 10; GLU_like_neurons 17; DA_neurons 6
CCR1,1 out of 24,4.17%,Astrocytes_microglia 23
CCR5,0 out of 24,0.00%,
CCS,3 out of 24,12.50%,Microglia 19; Astrocytes_microglia 23; Connective_tissue_cells 21
CCSAP,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13
CCSER1,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; DA_like_neurons 11
CCSER2,3 out of 24,12.50%,DA_like_neurons 11; GABA_neurons_expressing_GABA_receptors 13; DA_neurons 6
CCT2,4 out of 24,16.67%,Microglia 19; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 10; Connective_tissue_cells 21
CCT3,9 out of 24,37.50%,GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
CCT4,4 out of 24,16.67%,Microglia 1; Endothelial_cells 9; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7
CCT5,5 out of 24,20.83%,Oligodendrocytes 10; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
CCT6A,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 10; Microglia 19; Endothelial_cells 9; Connective_tissue_cells 21
CCT6B,1 out of 24,4.17%,Astrocytes_microglia 23
CCT7,3 out of 24,12.50%,Oligodendrocytes 10; GABA_like_neurons 14; DA_neurons 6
CCT8,3 out of 24,12.50%,Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; Microglia 19
CCZ1,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes_microglia 23; Oligodendrocytes 16
CCZ1B,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes_microglia 23; Oligodendrocytes 16
CD109,1 out of 24,4.17%,Astrocytes 15
CD14,1 out of 24,4.17%,Microglia 1
CD151,0 out of 24,0.00%,
CD163,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
CD163L1,2 out of 24,8.33%,Microglia 1; Microglia 19
CD164,0 out of 24,0.00%,
CD2,0 out of 24,0.00%,
CD200,1 out of 24,4.17%,GABA_neurons_expressing_GABA_receptors 13
CD200R1,0 out of 24,0.00%,
CD22,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 2
CD226,1 out of 24,4.17%,T_cells 18
CD24,0 out of 24,0.00%,
CD244,1 out of 24,4.17%,T_cells 18
CD247,1 out of 24,4.17%,T_cells 18
CD27,0 out of 24,0.00%,
CD276,1 out of 24,4.17%,GABA_like_neurons 14
CD2AP,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 16
CD2BP2,0 out of 24,0.00%,
CD300A,1 out of 24,4.17%,Astrocytes_microglia 23
CD300LF,1 out of 24,4.17%,Astrocytes_microglia 23
CD302,1 out of 24,4.17%,Astrocytes_microglia 23
CD320,1 out of 24,4.17%,Endothelial_cells 9
CD33,1 out of 24,4.17%,Microglia 19
CD34,1 out of 24,4.17%,Endothelial_cells 9
CD37,1 out of 24,4.17%,T_cells 18
CD38,5 out of 24,20.83%,T_cells 18; Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15
CD3D,0 out of 24,0.00%,
CD3E,0 out of 24,0.00%,
CD3G,0 out of 24,0.00%,
CD4,0 out of 24,0.00%,
CD40,1 out of 24,4.17%,Astrocytes_microglia 23
CD44,5 out of 24,20.83%,Astrocytes_microglia 23; T_cells 18; Astrocytes 5; Astrocytes 4; Astrocytes 15
CD46,1 out of 24,4.17%,Endothelial_cells 9
CD47,4 out of 24,16.67%,DA_neurons 6; Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0
CD48,0 out of 24,0.00%,
CD5,0 out of 24,0.00%,
CD52,1 out of 24,4.17%,T_cells 18
CD53,0 out of 24,0.00%,
CD55,5 out of 24,20.83%,T_cells 18; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Microglia 19; Endothelial_cells 9
CD58,2 out of 24,8.33%,Microglia 1; Microglia 19
CD6,0 out of 24,0.00%,
CD63,14 out of 24,58.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
CD68,1 out of 24,4.17%,Microglia 1
CD69,0 out of 24,0.00%,
CD7,0 out of 24,0.00%,
CD74,3 out of 24,12.50%,T_cells 18; Microglia 1; Microglia 19
CD81,15 out of 24,62.50%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
CD81-AS1,0 out of 24,0.00%,
CD82,4 out of 24,16.67%,T_cells 18; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
CD83,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 1
CD84,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 1
CD86,0 out of 24,0.00%,
CD8A,0 out of 24,0.00%,
CD8B,0 out of 24,0.00%,
CD9,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
CD93,0 out of 24,0.00%,
CD96,1 out of 24,4.17%,T_cells 18
CD99,1 out of 24,4.17%,Astrocytes 15
CD99L2,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 4; Microglia 19
CDA,0 out of 24,0.00%,
CDADC1,0 out of 24,0.00%,
CDC123,0 out of 24,0.00%,
CDC14A,2 out of 24,8.33%,T_cells 18; Microglia 1
CDC14B,4 out of 24,16.67%,Oligodendrocytes 20; T_cells 18; Oligodendrocytes 10; Oligodendrocytes 0
CDC16,3 out of 24,12.50%,Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
CDC23,1 out of 24,4.17%,Astrocytes_microglia 23
CDC25B,0 out of 24,0.00%,
CDC26,1 out of 24,4.17%,Astrocytes_microglia 23
CDC27,3 out of 24,12.50%,Oligodendrocytes 20; Endothelial_cells 9; Oligodendrocyte_progenitor_cells 7
CDC34,0 out of 24,0.00%,
CDC37,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
CDC37L1,1 out of 24,4.17%,GABA_neurons_expressing_GABA_receptors 13
CDC40,3 out of 24,12.50%,Astrocytes_microglia 23; Oligodendrocytes 16; Oligodendrocytes 0
CDC42,3 out of 24,12.50%,Astrocytes_microglia 23; Oligodendrocytes 10; Microglia 1
CDC42BPA,3 out of 24,12.50%,DA_like_neurons 11; Astrocytes 5; Endothelial_cells 9
CDC42BPB,3 out of 24,12.50%,GABA_neurons_expressing_GABA_receptors 13; Astrocytes 4; GABA_like_neurons 14
CDC42EP1,0 out of 24,0.00%,
CDC42EP2,0 out of 24,0.00%,
CDC42EP3,0 out of 24,0.00%,
CDC42EP4,3 out of 24,12.50%,Astrocytes 8; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
CDC42EP5,0 out of 24,0.00%,
CDC42SE1,3 out of 24,12.50%,T_cells 18; GLU_like_neurons 17; Connective_tissue_cells 21
CDC42SE2,5 out of 24,20.83%,Oligodendrocytes 10; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Microglia 1; DA_neurons 6
CDC5L,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Connective_tissue_cells 21
CDC7,0 out of 24,0.00%,
CDC73,3 out of 24,12.50%,DA_like_neurons 11; Oligodendrocytes 3; Oligodendrocytes 0
CDCP1,0 out of 24,0.00%,
CDH10,3 out of 24,12.50%,DA_like_neurons 11; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
CDH11,10 out of 24,41.67%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
CDH12,5 out of 24,20.83%,Astrocytes_microglia 23; Oligodendrocytes 20; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; DA_like_neurons 11
CDH13,3 out of 24,12.50%,Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
CDH18,3 out of 24,12.50%,Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
CDH19,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 3
CDH2,4 out of 24,16.67%,Astrocytes 8; Astrocytes 5; Oligodendrocytes 3; Oligodendrocytes 0
CDH20,7 out of 24,29.17%,GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocytes 3; GLU_like_neurons 17; DA_like_neurons 11; Endothelial_cells 9
CDH22,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14
CDH23,5 out of 24,20.83%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GLU_like_neurons 17; Microglia 19
CDH26,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 4
CDH4,1 out of 24,4.17%,Astrocytes 15
CDH5,2 out of 24,8.33%,Endothelial_cells 9; Connective_tissue_cells 21
CDH6,1 out of 24,4.17%,Endothelial_cells 9
CDH7,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
CDH8,4 out of 24,16.67%,DA_like_neurons 11; Oligodendrocytes 2; DA_neurons 6; Oligodendrocytes 0
CDH9,0 out of 24,0.00%,
CDHR1,0 out of 24,0.00%,
CDHR3,3 out of 24,12.50%,Astrocytes 8; Astrocytes_microglia 23; GABA_like_neurons 14
CDIP1,3 out of 24,12.50%,Astrocytes_microglia 23; GLU_like_neurons 17; Astrocytes 15
CDIPT,0 out of 24,0.00%,
CDK10,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
CDK11A,0 out of 24,0.00%,
CDK11B,1 out of 24,4.17%,Astrocytes_microglia 23
CDK12,4 out of 24,16.67%,DA_like_neurons 11; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
CDK13,6 out of 24,25.00%,Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
CDK14,6 out of 24,25.00%,Astrocytes 8; Oligodendrocytes 2; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6
CDK16,0 out of 24,0.00%,
CDK17,7 out of 24,29.17%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9
CDK18,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 3; Oligodendrocytes 2; GLU_like_neurons 17; Microglia 19
CDK19,7 out of 24,29.17%,T_cells 18; Astrocytes 8; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; DA_like_neurons 11; Microglia 1
CDK2AP2,0 out of 24,0.00%,
CDK5,0 out of 24,0.00%,
CDK5R1,1 out of 24,4.17%,DA_neurons 6
CDK5R2,0 out of 24,0.00%,
CDK5RAP1,1 out of 24,4.17%,Astrocytes 15
CDK5RAP2,4 out of 24,16.67%,T_cells 18; Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
CDK5RAP3,1 out of 24,4.17%,GABA_like_neurons 14
CDK6,8 out of 24,33.33%,Astrocytes_microglia 23; T_cells 18; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 0; DA_like_neurons 11; Microglia 1
CDK7,1 out of 24,4.17%,Astrocytes_microglia 23
CDK8,3 out of 24,12.50%,Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12
CDK9,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 4
CDKAL1,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; Astrocytes 4; Oligodendrocytes 2; DA_like_neurons 11; Endothelial_cells 9
CDKL1,10 out of 24,41.67%,Astrocytes_microglia 23; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 0
